Unnamed: 0,CID,OdorName,CAS,CanonicalSMILES,MolecularWeight,Odor dilution,EDIBLE,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA/URINOUS,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL,HOW STRONG IS THE SMELL?,HOW PLEASANT IS THE SMELL?,HOW FAMILIAR IS THE SMELL?
36,7765,Acetal,105-57-7,CCOC(C)OCC,118.17,"1/1,000",31.2,34.0,28.0,15.6,11.333333333333334,32.5,11.22222222222222,29.75,21.0,41.8,24.142857142857142,26.125,28.625,14.75,20.857142857142858,11.0,21.5,19.5,9.666666666666666,28.227272727272727,48.66666666666666,42.54761904761905,44.71428571428572
36,7765,Acetal,105-57-7,CCOC(C)OCC,118.17,"1/100,000",61.0,16.5,26.3125,25.33333333333333,,,25.0,37.0,26.285714285714285,24.666666666666668,29.8,17.142857142857142,17.333333333333332,,26.33333333333333,6.0,10.5,7.5,33.2,30.13636363636364,43.08571428571429,47.94285714285714,35.22857142857143
37,7768,epsilon-Caprolactam,105-60-2,C1CCC(=O)NCC1,113.16,"1/1,000",,,16.25,1.0,32.666666666666664,28.5,25.6,38.75,22.83333333333333,18.8,35.42857142857143,44.0,28.46153846153846,34.0,26.166666666666668,19.375,34.25,18.75,75.0,23.25,31.3125,40.90625,39.40625
37,7768,epsilon-Caprolactam,105-60-2,C1CCC(=O)NCC1,113.16,1/10,16.5,22.5,20.0,16.0,15.0,24.0,3.25,39.57142857142857,40.333333333333336,21.0,19.0,22.6,27.55555555555556,13.333333333333334,19.875,42.8,26.25,15.666666666666666,70.0,33.5,30.58333333333333,46.02777777777778,31.166666666666668
38,7770,propyl butyrate,105-66-8,CCCC(=O)OCCC,130.18,"1/1,000",24.8,28.0,24.9,32.63636363636363,16.0,3.5,15.0,4.0,33.78947368421053,25.571428571428573,14.875,37.142857142857146,27.666666666666668,22.6,23.1,21.5,2.333333333333333,15.25,23.375,23.75,64.72727272727273,42.45454545454545,52.49090909090909
38,7770,propyl butyrate,105-66-8,CCCC(=O)OCCC,130.18,"1/100,000",29.25,41.333333333333336,29.55555555555556,9.5,33.5,30.25,31.2,27.0,40.2,28.857142857142858,25.33333333333333,22.88888888888889,45.0,45.36363636363637,29.142857142857142,25.88888888888889,25.0,19.5,22.666666666666668,32.714285714285715,36.7,33.6,39.4
39,1549026,geranyl acetate,105-87-3,CC(=CCCC(=CCOC(=O)C)C)C,196.29,"1/10,000,000",9.333333333333334,41.0,7.909090909090909,19.8,26.5,3.5,3.0,8.666666666666666,21.2,23.6,19.714285714285715,13.714285714285714,16.5,4.4,25.75,2.0,1.0,16.428571428571427,7.666666666666667,6.714285714285714,20.4,47.93333333333333,38.7
39,1549026,geranyl acetate,105-87-3,CC(=CCCC(=CCOC(=O)C)C)C,196.29,"1/100,000",31.6,27.4,23.363636363636363,25.0,19.0,27.0,3.6666666666666665,12.5,29.75,38.66666666666666,16.0,24.4,16.0,18.33333333333333,25.0,22.0,27.25,,14.25,32.625,16.275862068965516,54.37931034482759,36.44827586206897
40,61527,"3-Acetyl-2,5-dimethylfuran",10599-70-9,CC1=CC(=C(O1)C)C(=O)C,138.16,"1/10,000,000",25.2,16.0,19.714285714285715,46.0,36.0,32.0,24.2,29.0,16.5,8.0,5.0,15.8,31.8,59.0,5.0,3.0,,39.0,7.666666666666667,27.0,15.391304347826088,48.91304347826087,40.21739130434783
40,61527,"3-Acetyl-2,5-dimethylfuran",10599-70-9,CC1=CC(=C(O1)C)C(=O)C,138.16,"1/100,000",20.714285714285715,34.4,31.857142857142858,26.5,17.0,30.0,26.428571428571427,22.2,25.5,29.83333333333333,18.4,30.25,28.0,36.6,46.333333333333336,29.454545454545453,25.7,26.6,17.666666666666668,27.25,65.6078431372549,31.58823529411765,44.94117647058823
41,235414,Omega-Pentadecalactone,106-02-5,C1CCCCCCCOC(=O)CCCCCC1,240.38,"1/1,000",37.333333333333336,5.0,19.363636363636363,31.25,,,14.666666666666666,37.0,21.0,19.0,35.25,11.0,28.4,32.0,27.0,37.0,18.5,,25.0,28.0,23.0,54.07407407407408,32.03703703703704
41,235414,Omega-Pentadecalactone,106-02-5,C1CCCCCCCOC(=O)CCCCCC1,240.38,1/10,23.33333333333333,28.0,40.93939393939394,21.25,1.0,1.0,16.571428571428573,12.0,1.0,1.0,8.8,39.72727272727273,19.5,14.666666666666666,9.666666666666666,21.666666666666668,16.571428571428573,26.4,35.15625,35.86666666666667,57.03846153846154,73.51923076923077,58.94230769230769
42,7792,"3,7-Dimethyl-1-octanol",106-21-8,CC(C)CCCC(C)CCO,158.28,"1/1,000",,,37.5,37.1,,1.0,24.0,34.75,30.25,11.5,22.153846153846157,17.142857142857142,17.0,18.5,23.53846153846154,27.0,35.666666666666664,7.4,27.8,31.35135135135135,74.74074074074075,40.22222222222222,57.55555555555556
42,7792,"3,7-Dimethyl-1-octanol",106-21-8,CC(C)CCCC(C)CCO,158.28,"1/100,000",3.0,,10.0,32.0,31.0,32.333333333333336,13.5,41.0,38.6,17.5,32.666666666666664,27.0,19.0,4.0,42.0,42.5,13.0,29.4,22.0,30.0,24.25,43.75,40.5
43,637566,geraniol,106-24-1,CC(=CCCC(=CCO)C)C,154.25,"1/1,000",35.8,25.25,31.916666666666668,29.142857142857142,,30.25,28.166666666666668,20.88888888888889,27.9,33.833333333333336,17.818181818181817,28.25,39.0,16.0,19.25,17.833333333333332,36.25,42.25,18.9,30.928571428571427,71.75925925925925,59.16666666666666,51.833333333333336
43,637566,geraniol,106-24-1,CC(=CCCC(=CCO)C)C,154.25,"1/100,000",28.5,25.75,30.944444444444443,39.44444444444444,,41.0,13.5,17.166666666666668,31.142857142857142,23.33333333333333,51.75,36.2,27.0,35.5,35.0,41.75,46.0,11.4,32.3,40.5,42.3,62.125,57.0
44,643820,Nerol,106-25-2,CC(=CCCC(=CCO)C)C,154.25,"1/1,000",39.42857142857143,51.66666666666666,31.066666666666663,27.764705882352946,1.0,20.0,36.642857142857146,26.25,15.77777777777778,19.125,26.33333333333333,27.142857142857142,27.0,8.75,26.2,17.0,13.2,26.625,27.357142857142858,35.76470588235294,71.09615384615384,61.40384615384615,60.32692307692308
44,643820,Nerol,106-25-2,CC(=CCCC(=CCO)C)C,154.25,"1/100,000",30.0,47.333333333333336,26.7,56.5,48.0,35.333333333333336,28.4,38.42857142857143,35.5,5.0,20.142857142857142,22.666666666666668,19.666666666666668,23.5,32.0,35.333333333333336,35.333333333333336,7.5,28.428571428571427,23.33333333333333,24.33333333333333,48.81818181818182,39.75757575757576
45,7795,Isoamyl butyrate,106-27-4,CCCC(=O)OCCC(C)C,158.24,"1/1,000",21.357142857142858,26.857142857142858,41.78787878787879,38.85714285714285,14.333333333333334,8.0,17.09090909090909,28.5,28.923076923076923,18.25,15.333333333333334,29.857142857142858,11.909090909090908,21.25,23.33333333333333,9.2,20.666666666666668,11.5,37.833333333333336,37.07142857142857,63.41176470588236,52.76470588235294,51.41176470588236
45,7795,Isoamyl butyrate,106-27-4,CCCC(=O)OCCC(C)C,158.24,"1/100,000",69.5,60.0,17.2,1.0,18.0,60.5,32.0,31.33333333333333,34.5,28.0,16.333333333333332,5.0,16.428571428571427,10.0,1.5,35.666666666666664,20.5,34.142857142857146,,34.0,20.357142857142858,45.46428571428572,36.42857142857143
46,7797,Ethyl heptanoate,106-30-9,CCCCCCC(=O)OCC,158.24,"1/1,000",32.76470588235294,34.666666666666664,37.526315789473685,37.34615384615385,1.0,2.0,24.0,20.0,31.666666666666668,5.0,17.5,20.0,21.33333333333333,1.0,26.25,27.666666666666668,5.333333333333333,8.166666666666666,24.15,33.642857142857146,69.13725490196079,62.62745098039216,59.372549019607845
46,7797,Ethyl heptanoate,106-30-9,CCCCCCC(=O)OCC,158.24,"1/100,000",43.0,41.6,28.55555555555556,22.454545454545453,53.0,59.5,32.6,20.666666666666668,28.83333333333333,39.5,15.333333333333334,32.083333333333336,14.0,10.25,19.5,15.0,19.4,24.33333333333333,43.0,36.0,34.76744186046512,55.93023255813954,44.325581395348834
47,7799,Ethyl octanoate,106-32-1,CCCCCCCC(=O)OCC,172.26,"1/1,000",32.84615384615385,7.5,34.189189189189186,29.724137931034484,27.666666666666668,28.25,30.571428571428573,18.142857142857142,41.6,9.5,12.666666666666666,19.923076923076923,17.2,10.333333333333334,1.0,14.8,17.0,30.5,23.63157894736842,19.714285714285715,54.65384615384615,66.23076923076923,52.73076923076923
47,7799,Ethyl octanoate,106-32-1,CCCCCCCC(=O)OCC,172.26,"1/100,000",37.54545454545455,3.0,41.4,28.875,1.0,1.0,4.5,19.0,20.2,17.0,17.0,28.75,16.0,1.5,1.5,1.0,21.666666666666668,30.666666666666668,39.18181818181818,23.727272727272727,46.71052631578947,61.92105263157895,52.026315789473685
48,7803,Propyl propionate,106-36-5,CCCOC(=O)CC,116.16,"1/1,000",20.5,2.5,36.26086956521739,31.285714285714285,11.5,26.5,14.75,22.666666666666668,21.88888888888889,22.4,27.83333333333333,29.0,21.0,21.83333333333333,22.545454545454547,37.25,25.0,20.0,35.285714285714285,42.80555555555556,72.13461538461539,44.42307692307692,50.38461538461539
48,7803,Propyl propionate,106-36-5,CCCOC(=O)CC,116.16,"1/100,000",60.333333333333336,38.0,38.142857142857146,4.0,,15.0,49.75,24.4,30.0,15.0,31.666666666666668,,35.6,17.0,,11.0,26.0,11.75,53.75,22.0,22.91304347826087,48.65217391304348,33.73913043478261
49,2879,p-cresol,106-44-5,CC1=CC=C(C=C1)O,108.14,"1/1,000",1.25,14.0,13.571428571428571,1.0,17.5,18.5,28.875,33.7,27.83333333333333,50.54545454545455,30.285714285714285,36.8,39.27777777777778,27.1,31.94117647058824,31.0,43.66666666666666,17.666666666666668,22.8,32.67741935483871,78.96296296296296,32.31481481481482,54.98148148148148
49,2879,p-cresol,106-44-5,CC1=CC=C(C=C1)O,108.14,"1/100,000",38.5,,24.5,21.0,18.5,23.5,27.0,16.5,25.0,24.272727272727277,19.866666666666667,30.5,33.4375,20.58333333333333,36.526315789473685,27.875,39.66666666666666,34.666666666666664,49.75,45.333333333333336,68.04,31.62,54.1
50,7820,dimethyl succinate,106-65-0,COC(=O)CCC(=O)OC,146.14,"1/1,000",35.0,27.0,28.944444444444443,35.142857142857146,3.0,1.0,15.5,27.285714285714285,27.73333333333333,22.5,16.19047619047619,29.0,22.666666666666668,4.333333333333333,24.923076923076923,28.8,18.0,17.8,17.428571428571427,33.15625,53.92,43.64,43.24
50,7820,dimethyl succinate,106-65-0,COC(=O)CCC(=O)OC,146.14,1/10,54.1,33.666666666666664,37.0,33.9,,32.0,22.0,27.33333333333333,25.55555555555556,28.5,22.0625,41.0,26.0,54.5,22.2,37.333333333333336,8.0,33.8,40.57142857142857,41.17857142857143,63.204081632653065,49.08163265306123,46.224489795918366
51,246728,3-octanone,106-68-3,CCCCCC(=O)CC,128.21,"1/1,000",29.823529411764707,20.33333333333333,45.04,46.0625,1.0,25.25,27.6,13.6,29.0,24.25,18.214285714285715,28.166666666666668,22.83333333333333,17.77777777777778,16.333333333333332,18.375,51.71428571428572,7.571428571428571,25.625,31.52380952380953,69.67924528301887,50.943396226415096,56.43396226415094
51,246728,3-octanone,106-68-3,CCCCCC(=O)CC,128.21,"1/100,000",32.285714285714285,13.0,25.894736842105264,34.333333333333336,4.0,11.0,43.6,46.42857142857143,28.428571428571427,14.0,12.25,20.6,31.33333333333333,26.166666666666668,16.333333333333332,40.66666666666666,14.0,6.0,29.142857142857142,34.4,26.0,53.3421052631579,35.94736842105263
52,7824,methyl caproate,106-70-7,CCCCCC(=O)OC,130.18,"1/1,000",38.22727272727273,23.6,39.0,29.64,15.0,16.0,20.666666666666668,23.0,38.42857142857143,7.5,30.125,30.428571428571427,17.125,20.0,38.2,17.0,3.5,34.75,26.133333333333333,31.529411764705884,68.35185185185185,56.2037037037037,56.407407407407405
52,7824,methyl caproate,106-70-7,CCCCCC(=O)OC,130.18,"1/100,000",33.333333333333336,21.25,39.1,29.0,9.0,24.0,25.875,26.5,33.3,19.75,19.727272727272727,11.833333333333334,11.0,5.5,13.0,7.166666666666667,19.0,31.0,24.83333333333333,34.785714285714285,30.46875,51.8125,36.28125
53,7826,Methyl heptanoate,106-73-0,CCCCCCC(=O)OC,144.21,"1/1,000",52.875,27.25,39.57692307692308,44.57142857142857,,50.5,25.571428571428573,40.333333333333336,34.666666666666664,22.666666666666668,22.0,12.4,5.333333333333333,11.4,25.33333333333333,32.0,4.5,42.22222222222222,28.07692307692308,38.72727272727273,52.869565217391305,58.82608695652174,48.869565217391305
53,7826,Methyl heptanoate,106-73-0,CCCCCCC(=O)OC,144.21,"1/100,000",16.714285714285715,6.0,39.53846153846154,41.42857142857143,72.0,20.5,7.8,35.333333333333336,31.5,20.5,7.0,28.0,30.625,6.5,23.0,30.8,37.0,27.75,39.4,27.0,21.678571428571427,53.035714285714285,39.5
54,14104,1-Methyl-3-methoxy-4-isopropylbenzene,1076-56-8,CC1=CC(=C(C=C1)C(C)C)OC,164.24,"1/1,000",32.5,45.0,21.5,,,22.5,37.266666666666666,18.33333333333333,52.66666666666666,25.375,38.15384615384615,31.25,12.166666666666666,21.0,32.0,17.5,30.0,25.33333333333333,29.25,47.77272727272727,45.458333333333336,43.75,51.583333333333336
54,14104,1-Methyl-3-methoxy-4-isopropylbenzene,1076-56-8,CC1=CC(=C(C=C1)C(C)C)OC,164.24,"1/100,000",24.5,13.0,6.6,16.5,,41.5,28.428571428571427,,16.5,47.333333333333336,9.0,31.6,7.2,1.0,9.0,41.0,6.5,,48.0,28.666666666666668,23.05555555555556,47.5,42.888888888888886
55,7894,Isoamylamine,107-85-7,CC(C)CCN,87.16,"1/10,000,000",7.0,9.0,24.5,,52.0,66.0,35.0,23.0,13.75,3.0,23.5,18.5,22.666666666666668,8.0,48.0,,11.25,31.0,1.0,25.666666666666668,15.095238095238097,46.095238095238095,32.142857142857146
55,7894,Isoamylamine,107-85-7,CC(C)CCN,87.16,"1/100,000",31.2,27.75,10.0,4.0,38.5,52.0,9.125,17.666666666666668,31.714285714285715,19.0,39.85714285714285,27.166666666666668,31.63636363636364,39.833333333333336,18.25,24.0,20.0,16.0,45.5,27.294117647058822,37.53846153846154,40.23076923076923,37.48717948717949
56,264,butyric acid,107-92-6,CCCC(=O)O,88.11,"1/1,000",22.0,13.5,19.0,3.0,26.571428571428573,41.22222222222222,22.125,15.75,38.0,28.071428571428573,19.714285714285715,20.90909090909091,29.565217391304348,33.45,30.142857142857142,35.47826086956522,23.0,54.0,23.0,33.44444444444444,86.81818181818181,21.072727272727278,53.054545454545455
56,264,butyric acid,107-92-6,CCCC(=O)O,88.11,"1/100,000",16.166666666666668,17.5,15.8,1.0,21.75,37.6,25.88888888888889,2.6666666666666665,39.875,27.0,18.0,19.818181818181817,40.59090909090909,34.5,21.90909090909091,29.25,14.25,30.0,17.333333333333332,21.785714285714285,76.78846153846153,15.98076923076923,50.17307692307692
57,239,beta-Alanine,107-95-9,C(CN)C(=O)O,89.09,"1/1,000",31.5,63.5,40.375,26.5,49.0,35.2,27.3,11.0,23.857142857142858,27.0,14.666666666666666,19.4,21.75,15.5,23.5,3.6,3.5,32.0,32.9,22.666666666666668,33.93939393939394,50.24242424242424,40.93939393939394
57,239,beta-Alanine,107-95-9,C(CN)C(=O)O,89.09,1/10,19.571428571428573,12.5,24.75,13.8,32.0,21.75,12.666666666666666,23.857142857142858,38.25,20.142857142857142,20.33333333333333,16.666666666666668,24.666666666666668,10.333333333333334,4.0,30.75,24.125,15.714285714285714,26.75,35.36363636363637,38.4390243902439,50.14634146341464,35.926829268292686
58,7915,isopropyl acetate,108-21-4,CC(C)OC(=O)C,102.13,"1/1,000",34.0,7.0,27.25,21.0,,40.66666666666666,22.714285714285715,38.583333333333336,22.642857142857142,12.714285714285714,25.0,27.5,21.25,10.0,13.9,21.6,11.6,12.77777777777778,45.5,47.26470588235294,37.73529411764706,44.60294117647059,44.19117647058823
58,7915,isopropyl acetate,108-21-4,CC(C)OC(=O)C,102.13,"1/100,000",34.42857142857143,34.0,25.153846153846157,9.333333333333334,28.0,39.0,14.444444444444445,47.0,27.33333333333333,19.33333333333333,12.666666666666666,26.77777777777778,20.692307692307693,20.75,25.666666666666668,27.5,28.0,37.333333333333336,39.75,22.285714285714285,21.354166666666668,49.97916666666666,46.1875
59,7916,Isopropenyl acetate,108-22-5,CC(=C)OC(=O)C,100.12,"1/10,000,000",,,20.571428571428573,10.5,42.0,62.0,1.0,57.0,42.0,31.5,25.5,12.0,21.166666666666668,12.5,17.666666666666668,37.25,10.666666666666666,12.666666666666666,13.0,29.25,18.8,45.5,38.2
59,7916,Isopropenyl acetate,108-22-5,CC(=C)OC(=O)C,100.12,"1/100,000",47.0,46.0,16.545454545454547,12.8,18.0,26.0,27.571428571428573,9.333333333333334,43.888888888888886,22.5,4.666666666666667,23.8,27.625,17.333333333333332,1.0,15.2,31.0,3.0,13.833333333333334,5.4,27.142857142857142,46.892857142857146,31.107142857142858
60,7921,gamma-valerolactone,108-29-2,CC1CCC(=O)O1,100.12,"1/1,000",25.666666666666668,39.285714285714285,28.266666666666666,9.0,27.0,55.0,29.25,16.0,7.428571428571429,,43.66666666666666,31.5,22.0,27.0,10.5,13.0,18.0,26.0,10.333333333333334,24.5,26.944444444444443,51.36111111111112,38.888888888888886
60,7921,gamma-valerolactone,108-29-2,CC1CCC(=O)O1,100.12,"1/100,000",37.5,39.0,24.5,5.666666666666667,31.0,78.0,3.333333333333333,5.0,29.0,1.0,10.5,16.875,30.0,11.0,18.0,1.0,18.33333333333333,37.5,27.0,27.5,14.681818181818182,51.27272727272727,29.272727272727277
61,7937,"2,6-Dimethylpyridine",108-48-5,CC1=NC(=CC=C1)C,107.15,"1/1,000",38.77777777777778,28.166666666666668,16.818181818181817,20.0,37.16666666666666,31.33333333333333,21.666666666666668,22.83333333333333,34.64705882352941,27.875,38.36842105263158,23.9,26.923076923076923,27.0,28.125,42.11111111111112,24.9,25.5,26.666666666666668,44.25806451612903,78.05454545454545,29.818181818181817,47.27272727272727
61,7937,"2,6-Dimethylpyridine",108-48-5,CC1=NC(=CC=C1)C,107.15,"1/100,000",22.0,8.5,16.875,11.5,24.33333333333333,26.666666666666668,24.75,32.142857142857146,32.7,39.42857142857143,28.363636363636363,35.0,26.142857142857142,37.8,55.0,37.875,30.0,48.0,45.0,37.0,54.083333333333336,35.270833333333336,42.54166666666666
62,7967,Cyclohexanone,108-94-1,C1CCC(=O)CC1,98.14,"1/1,000",31.11111111111111,11.5,31.06451612903226,12.307692307692308,1.0,1.0,31.9,30.115384615384617,16.823529411764707,16.842105263157894,31.88571428571429,17.0,17.533333333333335,22.23076923076923,31.46153846153846,12.307692307692308,11.555555555555555,6.8,17.333333333333332,37.35135135135136,68.18518518518519,42.03703703703704,52.05555555555556
62,7967,Cyclohexanone,108-94-1,C1CCC(=O)CC1,98.14,"1/100,000",41.0,32.0,26.5,14.5,23.666666666666668,77.33333333333333,24.4,28.428571428571427,33.8,33.57142857142857,16.88888888888889,33.42857142857143,25.642857142857142,11.5,21.0,20.8,19.875,20.75,33.875,42.0,20.23076923076923,51.65384615384615,27.557692307692307
63,7969,Benzenethiol,108-98-5,C1=CC=C(C=C1)S,110.18,"1/10,000,000",9.666666666666666,12.0,5.0,,,26.666666666666668,18.0,65.0,48.333333333333336,21.0,,40.8,29.285714285714285,16.4,21.0,18.666666666666668,21.0,87.0,34.0,36.0,13.0,41.9,31.3
63,7969,Benzenethiol,108-98-5,C1=CC=C(C=C1)S,110.18,"1/100,000",25.181818181818183,52.0,17.0,21.5,35.44444444444444,38.833333333333336,48.45454545454545,,37.0,29.5,25.6,37.42857142857143,44.11111111111112,30.0,35.333333333333336,35.9,11.0,,53.0,29.9,63.38461538461539,24.64102564102564,45.07692307692308
64,61024,Octyl isobutyrate,109-15-9,CCCCCCCCOC(=O)C(C)C,200.32,"1/1,000",18.5,24.0,22.071428571428573,14.666666666666666,1.0,23.0,14.0,4.0,8.8,3.75,10.8,17.8,23.454545454545453,5.8,15.8,1.0,10.833333333333334,21.166666666666668,26.625,22.7,29.91176470588235,55.8235294117647,38.94117647058823
64,61024,Octyl isobutyrate,109-15-9,CCCCCCCCOC(=O)C(C)C,200.32,"1/100,000",43.66666666666666,3.5,16.6,16.0,3.5,38.333333333333336,31.75,16.0,26.285714285714285,16.0,22.6,8.666666666666666,14.2,35.666666666666664,28.0,1.0,44.5,37.0,1.0,38.4,17.714285714285715,53.38095238095238,35.95238095238095
65,8038,isobutyl acetate,109-19-0,,,"1/1,000",32.0,17.8,33.806451612903224,25.772727272727277,6.0,7.0,17.0,48.285714285714285,17.857142857142858,16.75,28.444444444444443,8.0,23.33333333333333,1.5,25.0,24.75,5.5,1.0,24.88888888888889,44.06060606060606,75.85454545454546,55.98181818181818,72.0909090909091
65,8038,isobutyl acetate,109-19-0,,,"1/100,000",20.33333333333333,13.5,19.727272727272727,33.0,,6.0,1.0,23.0,21.0,3.0,30.5,6.666666666666667,27.4,10.0,16.2,17.5,46.66666666666666,13.0,43.57142857142857,19.5,33.54838709677419,49.96774193548387,39.2258064516129
66,7983,butyl butyrate,109-21-7,CCCCOC(=O)CCC,144.21,"1/1,000",38.0,25.0,36.15384615384615,33.111111111111114,26.33333333333333,25.75,27.0,29.625,23.75,23.2,14.88888888888889,29.9,24.454545454545453,29.5,31.714285714285715,23.166666666666668,1.0,1.0,26.666666666666668,27.41176470588235,57.90909090909091,38.07272727272727,49.72727272727273
66,7983,butyl butyrate,109-21-7,CCCCOC(=O)CCC,144.21,"1/100,000",26.25,3.0,34.75,42.5,46.0,56.66666666666666,17.0,12.857142857142858,41.8,17.2,13.8,27.33333333333333,20.33333333333333,18.0,21.0,27.666666666666668,31.75,22.58333333333333,27.714285714285715,23.428571428571427,25.5,47.97222222222222,41.333333333333336
67,61027,Butyl 10-undecenoate,109-42-2,CCCCOC(=O)CCCCCCCCC=C,240.38,"1/1,000",,,30.33333333333333,,32.0,69.0,23.25,43.8,16.714285714285715,40.71428571428572,21.625,31.25,12.4,19.666666666666668,3.0,31.0,29.0,21.75,21.4,29.571428571428573,31.923076923076923,42.15384615384615,44.38461538461539
67,61027,Butyl 10-undecenoate,109-42-2,CCCCOC(=O)CCCCCCCCC=C,240.38,1/10,30.0,21.2,41.0,18.875,40.8,24.75,23.375,21.428571428571427,24.25,30.294117647058822,20.22222222222222,34.8125,23.071428571428573,19.142857142857142,13.285714285714286,18.9,29.25,4.5,4.0,33.10526315789474,58.11320754716981,35.13207547169812,49.9811320754717
68,7991,valeric acid,109-52-4,CCCCC(=O)O,102.13,"1/10,000,000",32.5,81.0,43.25,,,44.5,16.0,45.0,36.0,7.666666666666667,13.0,12.333333333333334,25.375,9.4,6.666666666666667,16.25,42.66666666666666,35.8,26.5,41.142857142857146,34.875,37.458333333333336,45.16666666666666
68,7991,valeric acid,109-52-4,CCCCC(=O)O,102.13,"1/100,000",22.0,9.666666666666666,28.25,49.0,15.285714285714286,27.0,17.666666666666668,32.0,30.95,23.0,26.1,27.6,31.68421052631579,26.6,36.125,29.33333333333333,25.5,1.0,7.666666666666667,28.666666666666668,47.22727272727273,24.704545454545453,31.613636363636363
69,7997,propyl acetate,109-60-4,CCCOC(=O)C,102.13,"1/1,000",35.333333333333336,,26.857142857142858,5.0,7.0,6.0,30.5,25.4,29.363636363636363,3.6666666666666665,34.53846153846154,31.666666666666668,29.0,10.333333333333334,50.22222222222222,48.0,,68.0,42.16666666666666,32.32142857142857,43.84090909090909,43.45454545454545,55.06818181818182
69,7997,propyl acetate,109-60-4,CCCOC(=O)C,102.13,"1/100,000",47.0,56.0,22.0,28.0,1.0,13.0,21.714285714285715,7.6,24.166666666666668,6.571428571428571,31.5,5.0,16.272727272727273,20.5,13.5,19.0,36.75,32.25,17.5,22.0,24.51851851851852,49.0,41.629629629629626
70,8007,Butylamine,109-73-9,CCCCN,73.14,"1/10,000,000",17.0,29.5,32.5,6.0,,42.5,24.428571428571427,17.0,10.333333333333334,12.0,24.5,5.0,36.66666666666666,40.333333333333336,29.33333333333333,10.5,36.66666666666666,17.285714285714285,16.0,30.857142857142858,21.818181818181817,44.39393939393939,32.666666666666664
